,label,text,label_num
1569,ham,"Subject: change in assignment
effective monday , september 11 th i will no longer report to the texas desk
thus , i am in the process of
training susan hadix { 3 - 5796 } on hpl industrial trades .",0
4669,spam,"Subject: cartier , piaget , rolex replicas - so real you cannot tell the difference - longines , louis vuitton , omega - 128285
e 2174 x 35
rolex , cartier , piaget replicas - so real you cannot tell the difference - omega , longines , louis vuitton - 012603
ya got to see this - http : / / inhibit . gcgkmjcmeb . info / ? 8 qaagjfbcjlm 7 e 8 lofty
not for me : - http : / / study . jmlfehdhkf . info / cohen ? t 9 pvvyuqrsu _ mtnhurdle
k 880 uf 50
",1
2449,ham,"Subject: hpl nom for january 25 , 2001
( see attached file : hplnol 25 . xls )
- hplnol 25 . xls",0
4865,spam,"Subject: something unusual
just her size . city ease , doctor went idea , symbol . again
friend , week roll fast , base . number answer two , may plain . ship
it fill desert letter . sun act , nothing , far . even with fly
among . song ask , rock cut wide all . lot by stop us , problem .
- -
phone : 780 - 537 - 8840
mobile : 699 - 565 - 4015
email : paise . linford @ ispnetbilling . com
",1
3783,spam,"Subject: affordable lev ! itra & v ( iagra ! overnight delivery !
",1
168,ham,"Subject: rescheduling of usecase analysis for enom mtg .
please let me know if you would be available for the above mtg on tuesday ,
jan . 25 th from 1 : 00 - 4 : 00 asap .
thanks ,
mary
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary weatherstone / hou / ect on 01 / 21 / 2000
11 : 42 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
mary weatherstone on 01 / 21 / 2000 11 : 30 : 15 am
to : inja chun / hou / ect @ ect , paul f poellinger / hou / ect @ ect , dave
nommensen / hou / ect @ ect , kevin montagne / hou / ect @ ect , michael
guadarrama / hou / ect @ ect , robert superty / hou / ect @ ect , randall l
gay / hou / ect @ ect , george smith / hou / ect @ ect , katherine l kelly / hou / ect @ ect ,
edward terry / hou / ect @ ect , daren j farmer / hou / ect @ ect
cc : jay webb / hou / ect @ ect , heather choate / hou / ect @ ect , yvette g
connevey / corp / enron @ enron , cindy cicchetti / hou / ect @ ect
subject : usecase analysis for enom mtg . - cancelled
the above referenced meeting that was scheduled for today at 2 : 00 - 5 : 00 in
eb 2601 a has been cancelled . i will contact everyone for a time to reschedule
next week .
thanks ,
mary
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary weatherstone / hou / ect on 01 / 21 / 2000
11 : 27 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
mary weatherstone on 01 / 18 / 2000 05 : 34 : 25 pm
to : inja chun / hou / ect @ ect , paul f poellinger / hou / ect @ ect , dave
nommensen / hou / ect @ ect , kevin montagne / hou / ect @ ect , michael
guadarrama / hou / ect @ ect , robert superty / hou / ect @ ect , randall l
gay / hou / ect @ ect , george smith / hou / ect @ ect , katherine l kelly / hou / ect @ ect ,
edward terry / hou / ect @ ect , daren j farmer / hou / ect @ ect
cc : jay webb / hou / ect @ ect , heather choate / hou / ect @ ect , yvette g
connevey / corp / enron @ enron , cindy cicchetti / hou / ect @ ect
subject : usecase analysis for enom mtg .
per jay ' s request the above referenced meeting has been scheduled for friday ,
january 21 st at 2 : 00 - 5 : 00 in eb 2601 a .
please plan on attending . if you cannot attend , please let me know asap .
thanks ,
mary",0
1572,ham,"Subject: sitara training
i will be giving a training session on wed 9 / 13 / 00 in 21 c 2 from 3 : 00 - 4 : 30
pm .
i would like for you to send to the class any new logistics personnel that
you might think could use a sitara overview .
if someone cannot make it at this time , let me know their names and i will
try to schedule something for them at a later time .
if possible , please send me a note on who might be attending , so i can get an
approximate head count .
call me or e - mail me if you have any questions
russ
x 37386",0
4658,spam,"Subject: does she cheat
date a m . i . l . f .
lots of hot mommys who need coock
meet married women for only one dollar fee
the chat room is rockin ; )
http : / / www . datemomsnow . biz / emms / preference / control . php browse , counterfeit enclave famine prerequisite weyerhauser . leach
birch , edgerton cheesecloth . indefatigable abyssinia cattleman hurwitz .
remunerate thule culprit structural discrepant cacophonist epsilon .
epidemiology kirchoff , tuesday cretin . johannes bereave stipple .
",1
364,ham,"Subject: nom for 2 / 28 and 2 / 29 - hpl deliveries to eastrans
on monday 2 / 28 and through tuesday 2 / 29 , we need to reduce the nomination from
60 , 000 mmbtu
to 40 , 000 mmbtu into eastrans due to maintenance at the e . texas plant .
therefore , reduce noms into pg & e for 2 / 28 and 2 / 29 to 33 , 000 mmbtu / d . 7 , 000
mmbtu
will continue to come from fuels cotton valley .
the nom into eastrans will increase for 3 / 1 to 50 , 000 mmbtu , and
to 65 , 000 on 3 / 2 .
the sale into hpl will continue at 500 mmbtu / d through 2 / 29 .
effective 3 / 1 , please increase this sale to 750 mmbtu / d .",0
2553,ham,"Subject: re : january spot purchases - deals needed
vance ,
deals have been created and entered in sitara as noted below :
julie ,
please edit deal # 553552 to reflect tiered pricing . thanks .
bob
vance l taylor
02 / 06 / 2001 02 : 24 pm
to : robert cotten / hou / ect @ ect
cc : julie meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , cynthia
hakemack / hou / ect @ ect , susan smith / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : january spot purchases - deals needed
bob ,
hplc purchased wellhead gas from the producer listed below for the production
month of january , 2001 . this production wasl purchased on a "" spot "" basis and
a deal ticket should be created and entered into sitara based on the
following information :
counterparty meter volume price deal #
crosstex energy svcs . , ltd . 0435 682 mmbtu / d 100 % if / hsc $ 0 . 065 608779
tri - union development 0435 60 mmbtu / d 100 % if / hsc less $ 0 . 055 608800
additionally , the following production is now on - line and a ticket should be
created and entered into sitara based on the following :
counterparty meter volumes price period deal #
ranger oil company 9871 200 mmbtu / d 85 % gas daily if 300 / d
ranger oil company 9871 200 mmbtu / d 85 % if / hsc if 300 / d
additionally , these are producer svcs . deal and should be tracked in the im
wellhead portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353",0
4800,spam,"Subject: we ' ve got your info by internet , hope to cooperate .
html
head
titlechina inflatables / title
meta http - equiv = content - type content = text / html ; charset = gb 2312
/ head
body bgcolor = # e 7 f 7 ff text = # 000000 topmargin = 0
div align = center
center
table border = 0 width = 422 heiht = 90 % cellspacing = 0 cellpadding = 0 height = 1 style = border - collapse : collapse bordercolor = # 111111
tr
td width = 422 height = 10 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 8
/ td
/ tr
tr
td width = 68 height = 11 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt rowspan = 3
p align = center
a href = http : / / www . china - itoy . com
img border = 0 src = http : / / www . china - itoy . com / email / logo . jpg width = 60 height = 60 align = left / a / td
td width = 354 height = 3 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 7
span style = gt ;
font face = arial black color = # ffo 000 style = font - size : 11 ptjiale / font / spanspan style = gt ; font - size : 10 . 0 pt ; mso - ascii - font - family : quot ; times new romanquot ; font color = # 000080 style = font - size : 11 pt ! * / font / spanspan style = font - weight : 700 ; gt ; font - size : 10 . 0 pt ; mso - ascii - font - family : quot ; times new romanquot ; font face = arial color = # 000080 china / font / spanfont face = arial color = # 000080 span style = gt ; font - size : 10 . 0 pt ; mso - ascii - font - family : quot ; times new romanquot ; bnbsp ;
professionalnbsp ; manufacturernbsp ; of nbsp ; inflatable / b / span / font / td
/ tr
tr
td width = 354 height = 24 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 7
font color = # 000080 we offer high quality inflatable
products in any size or / font
/ td
/ tr
tr
td width = 354 height = 20 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 7
font color = # 000080 style , please browse the product sorts : / font / td
/ tr
tr
td width = 68 height = 4 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 43 height = 4 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 1 height = 4 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 96 height = 4 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 13 height = 4 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 98 height = 4 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 6 height = 4 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 100 height = 4 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
/ tr
tr
td height = 9 colspan = 8 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
p align = center
/ td
/ tr
tr
td height = 85 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2
a style = text - decoration : none ; color : # 0080 co ; text - transform : none href = http : / / www . china - itoy . com / en / products / bouncerl . htm
img border = 0 src = http : / / www . china - itoy . com / email / el . gif width = 100 height = 100 / a
/ td
td width = 54 height = 85 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 55 height = 85 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
p align = center
a href = http : / / www . china - itoy . com / en / products / bouncerl . htm
img border = 0 src = http : / / www . china - itoy . com / email / e 2 . gif width = 100 height = 100 / a ! ! / p
/ td
td width = 55 height = 85 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
/ td
td width = 55 height = 85 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
p align = left
a href = http : / / www . china - itoy . com / en / products / castlel . htm
img border = 0 src = http : / / www . china - itoy . com / email / e 3 . gif width = 100 height = 100 / a
/ p
/ td
td width = 55 height = 85 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 100 height = 85 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
p align = center
a href = http : / / www . china - itoy . com / en / products / slidesl . htm
img border = 0 src = http : / / www . china - itoy . com / email / e 4 . gif width = 100 height = 100 / a ! ! / td
/ tr
tr
td height = 4 colspan = 8 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
/ tr
tr
td height = 105 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2
a href = http : / / www . china - itoy . com / en / products / funcityl . htm
img border = 0 src = http : / / www . china - itoy . com / email / e 5 . gif width = 100 height = 100 / a
/ td
td width = 54 height = 105 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 55 height = 105 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
p align = center
a href = http : / / www . china - itoy . com / en / products / obstaclesl . htm
img border = 0 src = http : / / www . china - itoy . com / email / e 6 . gif width = 100 height = 100 / a ! ! / p
/ td
td width = 55 height = 105 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
/ td
td width = 55 height = 105 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
p align = left
a href = http : / / www . china - itoy . com / en / products / sportsl . htm
img border = 0 src = http : / / www . china - itoy . com / email / e 7 . gif width = 100 height = 100 / a
/ p
/ td
td width = 55 height = 105 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 100 height = 105 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
p align = center
a href = http : / / www . china - itoy . com / en / products / tunnelsl . htm
img border = 0 src = http : / / www . china - itoy . com / email / e 8 . gif width = 100 height = 100 / a ! ! / td
/ tr
tr
td height = 3 colspan = 8 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
/ tr
tr
td height = 1 colspan = 8 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
p align = center
/ td
/ tr
tr
td height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 valign = middle
a href = http : / / www . ad - inflatables . com / products / tentsl . htm
img border = 0 src = http : / / www . china - itoy . com / email / e 9 . gif width = 100 height = 100 / a
/ td
td width = 54 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
/ td
td width = 55 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
p align = center
a href = http : / / www . ad - inflatables . com / products / archesl . htm
img border = 0 src = http : / / www . china - itoy . com / email / el 0 . gif width = 100 height = 100 / a
/ td
td width = 55 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
/ td
td width = 55 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
a href = http : / / www . ad - inflatables . com / products / cartoonsl . htm
img border = 0 src = http : / / www . china - itoy . com / email / el 1 . gif width = 100 height = 100 / a
/ td
td width = 55 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
/ td
td width = 100 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
p align = center
a href = http : / / www . ad - inflatables . com / products / movecartoonl . htm
img border = 0 src = http : / / www . china - itoy . com / email / el 2 . gif width = 100 height = 100 / a
/ td
/ tr
tr
td height = 2 colspan = 8 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
p align = center
/ td
/ tr
tr
td height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 valign = middle
a href = http : / / www . ad - inflatables . com / products / productshapel . htm
img border = 0 src = http : / / www . china - itoy . com / email / el 3 . gif width = 100 height = 100 / a
/ td
td width = 54 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
/ td
td width = 55 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
p align = center
a href = http : / / www . china - itoy . com / en / products / christmasl . htm
img border = 0 src = http : / / www . china - itoy . com / email / el 4 . gif width = 100 height = 100 / a
/ td
td width = 55 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
/ td
td height = 107 colspan = 2 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
a href = http : / / www . ad - inflatables . com / products / airdancerl . htm
img border = 0 src = http : / / www . china - itoy . com / email / el 5 . gif width = 100 height = 100 / a
/ td
td width = 100 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle
p align = center
a href = http : / / www . ad - inflatables . com / products / balloonsl . htm
img border = 0 src = http : / / www . china - itoy . com / email / el 7 . gif width = 100 height = 100 / a
/ td
/ tr
tr
td width = 111 height = 1 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2
/ td
td width = 1 height = 1 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 98 height = 1 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 13 height = 1 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td width = 207 height = 1 colspan = 3 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
/ tr
tr
td width = 422 height = 1 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 8
span style = font - size : 10 pt
hr color = # 3 b 81 d 4 size = 1 / td
/ tr
tr
td height = 16 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 align = center
b
font face = arial color = # 000080 style = font - size : 11 ptdownload # : / font / b / td
td width = 54 height = 16 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td height = 16 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 5
font style = font - size : 11 pt face = arial
a href = http : / / www . china - itoy . com / agent % 20 agreement . doc
agent agreement / anbsp ; nbsp ; nbsp ; nbsp ; nbsp ; a href = http : / / www . china - itoy . com / orderform . docorder form / anbsp ; nbsp ; nbsp ; nbsp ; nbsp ; nbsp ; a href = http : / / www . china - itoy . com / catalog . zipcatalogue / a / font / td
/ tr
tr
td height = 13 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 align = center
b
font face = arial color = # 000080 style = font - size : 11 ptmore
info # : / font / b / td
td width = 54 height = 13 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td height = 13 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 5
font color = # 000080 face = arial style = font - size : 11 pt
a href = http : / / www . china - itoy . comwww . china - itoy . com / a / fontspan class = textredfont color = # 000080 face = arial style = font - size : 11 pt
nbsp ; nbsp ; nbsp ; nbsp ; a href = http : / / www . china - itoy . com / en / aboutus . htmabout
us / anbsp ; nbsp ; nbsp ; nbsp ; nbsp ;
a href = http : / / www . china - itoy . com / aboutus . htmvpnd / a / font / td
/ tr
tr
td height = 12 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 align = center
b
font face = arial color = # 000080 style = font - size : 11 ptcontact
us # : / font / b / td
td width = 54 height = 12 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td height = 12 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 5
p align = leftspan class = textred
font face = arial style = font - size : 10 pttel : 00 86 20 88238860 nbsp ; nbsp ; nbsp ; fax : 00 86 20 84044259 / font / td
/ tr
tr
td height = 8 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 align = center
b
font face = arial color = # 000080 style = font - size : 11 pte - mail # : / font / b / td
td width = 54 height = 8 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt
/ td
td height = 8 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 5
p align = leftspan class = textred
font face = arial style = font - size : 11 pt
a href = mailto : export @ china - itoy . comexport @ china - itoy . com / anbsp ; nbsp ; nbsp ; nbsp ; nbsp ; nbsp ; nbsp ; nbsp ;
a href = http : / / www . china - itoy . com / en / order / index . htmfeedback / a / font / td
/ tr
tr
td height = 13 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 8
p align = centerspan style = font - size : 7 pt
font face = arialif you do not
need this info , a href = mailto : sales @ china - itoy . com ? subject = i do not need this infoclick
here / a / font / td
/ tr
/ table
/ center
/ div
/ body
/ html
",1
